name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6528/gj-163-c/
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6528/gj-163-c/
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6529/gj-163-d/
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6529/gj-163-d/
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6530/gj-179-b/
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6530/gj-179-b/
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7487/gj-180-b/
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7487/gj-180-b/
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7489/gj-180-c/
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7489/gj-180-c/
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7581/gj-180-d/
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7581/gj-180-d/
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7672/gj-2056-b/
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7672/gj-2056-b/
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7582/gj-229-a-c/
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7582/gj-229-a-c/
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7486/gj-1602-b/
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7486/gj-1602-b/
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6527/gj-163-b/
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6527/gj-163-b/
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6528/gj-163-c/
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6528/gj-163-c/
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6529/gj-163-d/
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6529/gj-163-d/
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6530/gj-179-b/
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6530/gj-179-b/
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7487/gj-180-b/
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7487/gj-180-b/
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7489/gj-180-c/
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7489/gj-180-c/
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7581/gj-180-d/
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7581/gj-180-d/
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7672/gj-2056-b/
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7672/gj-2056-b/
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7582/gj-229-a-c/
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7582/gj-229-a-c/
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7486/gj-1602-b/
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7486/gj-1602-b/
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6527/gj-163-b/
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6527/gj-163-b/
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6528/gj-163-c/
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6528/gj-163-c/
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6529/gj-163-d/
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6529/gj-163-d/
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6530/gj-179-b/
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6530/gj-179-b/
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7487/gj-180-b/
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7487/gj-180-b/
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7489/gj-180-c/
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7489/gj-180-c/
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7581/gj-180-d/
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7581/gj-180-d/
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7672/gj-2056-b/
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7672/gj-2056-b/
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7582/gj-229-a-c/
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7582/gj-229-a-c/
GJ 229 b,19,8.478 Earths,8.15,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7491/gj-229-b/
GJ 229 b,19,8.478 Earths,8.15,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7491/gj-229-b/
GJ 251 b,18,4 Earths,9.89,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7830/gj-251-b/
GJ 251 b,18,4 Earths,9.89,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7830/gj-251-b/
GJ 27.1 b,77,13 Earths,11.45,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7484/gj-271-b/
GJ 27.1 b,77,13 Earths,11.45,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7484/gj-271-b/
GJ 273 b,19,2.89 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7211/gj-273-b/
GJ 273 b,19,2.89 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7211/gj-273-b/
GJ 273 c,19,1.18 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7212/gj-273-c/
GJ 273 c,19,1.18 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7212/gj-273-c/
GJ 3021 b,57,3.37 Jupiters,6.59,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6558/gj-3021-b/
GJ 3021 b,57,3.37 Jupiters,6.59,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6558/gj-3021-b/
GJ 3082 b,54,8.2 Earths,11.041,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7584/gj-3082-b/
GJ 3082 b,54,8.2 Earths,11.041,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7584/gj-3082-b/
GJ 3138 b,93,1.78 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7206/gj-3138-b/
GJ 3138 b,93,1.78 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7206/gj-3138-b/
GJ 3138 c,93,4.18 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7207/gj-3138-c/
GJ 3138 c,93,4.18 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7207/gj-3138-c/
GJ 3138 d,93,10.5 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7208/gj-3138-d/
GJ 3138 d,93,10.5 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7208/gj-3138-d/
GJ 229 b,19,8.478 Earths,8.15,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7491/gj-229-b/
GJ 229 b,19,8.478 Earths,8.15,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7491/gj-229-b/
GJ 251 b,18,4 Earths,9.89,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7830/gj-251-b/
GJ 251 b,18,4 Earths,9.89,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7830/gj-251-b/
GJ 27.1 b,77,13 Earths,11.45,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7484/gj-271-b/
GJ 27.1 b,77,13 Earths,11.45,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7484/gj-271-b/
GJ 273 b,19,2.89 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7211/gj-273-b/
GJ 273 b,19,2.89 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7211/gj-273-b/
GJ 273 c,19,1.18 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7212/gj-273-c/
GJ 273 c,19,1.18 Earths,9.84,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7212/gj-273-c/
GJ 3021 b,57,3.37 Jupiters,6.59,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6558/gj-3021-b/
GJ 3021 b,57,3.37 Jupiters,6.59,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6558/gj-3021-b/
GJ 3082 b,54,8.2 Earths,11.041,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7584/gj-3082-b/
GJ 3082 b,54,8.2 Earths,11.041,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7584/gj-3082-b/
GJ 3138 b,93,1.78 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7206/gj-3138-b/
GJ 3138 b,93,1.78 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7206/gj-3138-b/
GJ 3138 c,93,4.18 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7207/gj-3138-c/
GJ 3138 c,93,4.18 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7207/gj-3138-c/
GJ 3138 d,93,10.5 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7208/gj-3138-d/
GJ 3138 d,93,10.5 Earths,10.8275,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7208/gj-3138-d/
GJ 317 b,50,2.5 Jupiters,12.4,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6531/gj-317-b/
GJ 317 b,50,2.5 Jupiters,12.4,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6531/gj-317-b/
GJ 317 c,50,1.64396 Jupiters,12.4,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7291/gj-317-c/
GJ 317 c,50,1.64396 Jupiters,12.4,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7291/gj-317-c/
GJ 328 b,67,2.3 Jupiters,9.99,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6532/gj-328-b/
GJ 328 b,67,2.3 Jupiters,9.99,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6532/gj-328-b/
GJ 3293 b,66,23.54 Earths,11.945,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6559/gj-3293-b/
GJ 3293 b,66,23.54 Earths,11.945,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6559/gj-3293-b/
GJ 3293 c,66,21.09 Earths,11.945,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6560/gj-3293-c/
GJ 3293 c,66,21.09 Earths,11.945,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6560/gj-3293-c/
GJ 3293 d,66,7.6 Earths,11.945,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7213/gj-3293-d/
GJ 3293 d,66,7.6 Earths,11.945,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7213/gj-3293-d/
GJ 3293 e,66,3.28 Earths,11.945,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7214/gj-3293-e/
GJ 3293 e,66,3.28 Earths,11.945,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7214/gj-3293-e/
GJ 3323 b,18,2.02 Earths,12.57,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7209/gj-3323-b/
GJ 3323 b,18,2.02 Earths,12.57,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7209/gj-3323-b/
GJ 3323 c,18,2.31 Earths,12.57,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7210/gj-3323-c/
GJ 3323 c,18,2.31 Earths,12.57,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7210/gj-3323-c/
GJ 3341 b,77,6.6 Earths,12.062,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6561/gj-3341-b/
GJ 3341 b,77,6.6 Earths,12.062,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6561/gj-3341-b/
GJ 338 B b,21,10.27 Earths,7.7,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7645/gj-338-b-b/
GJ 338 B b,21,10.27 Earths,7.7,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7645/gj-338-b-b/
GJ 3470 b,96,13.9 Earths,12.332,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6562/gj-3470-b/
GJ 3470 b,96,13.9 Earths,12.332,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6562/gj-3470-b/
GJ 3473 b,89,1.86 Earths,13.74,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7763/gj-3473-b/
GJ 3473 b,89,1.86 Earths,13.74,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7763/gj-3473-b/
GJ 3473 c,89,7.41 Earths,13.74,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7764/gj-3473-c/
GJ 3473 c,89,7.41 Earths,13.74,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7764/gj-3473-c/
GJ 3512 b,31,0.463 Jupiters,15.18,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7476/gj-3512-b/
GJ 3512 b,31,0.463 Jupiters,15.18,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7476/gj-3512-b/
GJ 357 b,31,1.84 Earths,10.91,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7446/gj-357-b/
GJ 357 b,31,1.84 Earths,10.91,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7446/gj-357-b/
GJ 357 c,31,3.4 Earths,10.91,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7447/gj-357-c/
GJ 357 c,31,3.4 Earths,10.91,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7447/gj-357-c/
GJ 357 d,31,6.1 Earths,10.91,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7448/gj-357-d/
GJ 357 d,31,6.1 Earths,10.91,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7448/gj-357-d/
GJ 3634 b,66,8.4 Earths,11.938,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6563/gj-3634-b/
GJ 3634 b,66,8.4 Earths,11.938,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6563/gj-3634-b/
GJ 3779 b,45,8 Earths,13.04,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7360/gj-3779-b/
GJ 3779 b,45,8 Earths,13.04,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7360/gj-3779-b/
GJ 393 b,23,1.71 Earths,9.65,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7906/gj-393-b/
GJ 393 b,23,1.71 Earths,9.65,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7906/gj-393-b/
GJ 3942 b,55,7.14 Earths,10.166,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7195/gj-3942-b/
GJ 3942 b,55,7.14 Earths,10.166,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7195/gj-3942-b/
GJ 3998 b,59,2.47 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7164/gj-3998-b/
GJ 3998 b,59,2.47 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7164/gj-3998-b/
GJ 3998 c,59,6.26 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7165/gj-3998-c/
GJ 3998 c,59,6.26 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7165/gj-3998-c/
GJ 411 b,19,2.69 Earths,7.49,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7287/gj-411-b/
GJ 411 b,19,2.69 Earths,7.49,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7287/gj-411-b/
GJ 414 A b,39,7.6 Earths,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7838/gj-414-a-b/
GJ 414 A b,39,7.6 Earths,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7838/gj-414-a-b/
GJ 414 A c,39,0.16937 Jupiters,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7839/gj-414-a-c/
GJ 414 A c,39,0.16937 Jupiters,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7839/gj-414-a-c/
GJ 422 b,41,11.07 Earths,11.66,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7492/gj-422-b/
GJ 422 b,41,11.07 Earths,11.66,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7492/gj-422-b/
GJ 4276 b,70,16.57 Earths,12.903,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7346/gj-4276-b/
GJ 4276 b,70,16.57 Earths,12.903,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7346/gj-4276-b/
GJ 433 b,30,6.043 Earths,9.81,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6533/gj-433-b/
GJ 433 b,30,6.043 Earths,9.81,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6533/gj-433-b/
GJ 393 b,23,1.71 Earths,9.65,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7906/gj-393-b/
GJ 393 b,23,1.71 Earths,9.65,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7906/gj-393-b/
GJ 3942 b,55,7.14 Earths,10.166,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7195/gj-3942-b/
GJ 3942 b,55,7.14 Earths,10.166,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7195/gj-3942-b/
GJ 3998 b,59,2.47 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7164/gj-3998-b/
GJ 3998 b,59,2.47 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7164/gj-3998-b/
GJ 3998 c,59,6.26 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7165/gj-3998-c/
GJ 3998 c,59,6.26 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7165/gj-3998-c/
GJ 411 b,19,2.69 Earths,7.49,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7287/gj-411-b/
GJ 411 b,19,2.69 Earths,7.49,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7287/gj-411-b/
GJ 414 A b,39,7.6 Earths,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7838/gj-414-a-b/
GJ 414 A b,39,7.6 Earths,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7838/gj-414-a-b/
GJ 414 A c,39,0.16937 Jupiters,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7839/gj-414-a-c/
GJ 414 A c,39,0.16937 Jupiters,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7839/gj-414-a-c/
GJ 422 b,41,11.07 Earths,11.66,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7492/gj-422-b/
GJ 422 b,41,11.07 Earths,11.66,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7492/gj-422-b/
GJ 4276 b,70,16.57 Earths,12.903,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7346/gj-4276-b/
GJ 4276 b,70,16.57 Earths,12.903,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7346/gj-4276-b/
GJ 433 b,30,6.043 Earths,9.81,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6533/gj-433-b/
GJ 433 b,30,6.043 Earths,9.81,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6533/gj-433-b/
GJ 393 b,23,1.71 Earths,9.65,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7906/gj-393-b/
GJ 393 b,23,1.71 Earths,9.65,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7906/gj-393-b/
GJ 3942 b,55,7.14 Earths,10.166,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7195/gj-3942-b/
GJ 3942 b,55,7.14 Earths,10.166,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7195/gj-3942-b/
GJ 3998 b,59,2.47 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7164/gj-3998-b/
GJ 3998 b,59,2.47 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7164/gj-3998-b/
GJ 3998 c,59,6.26 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7165/gj-3998-c/
GJ 3998 c,59,6.26 Earths,10.844,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7165/gj-3998-c/
GJ 411 b,19,2.69 Earths,7.49,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7287/gj-411-b/
GJ 411 b,19,2.69 Earths,7.49,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7287/gj-411-b/
GJ 414 A b,39,7.6 Earths,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7838/gj-414-a-b/
GJ 414 A b,39,7.6 Earths,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7838/gj-414-a-b/
GJ 414 A c,39,0.16937 Jupiters,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7839/gj-414-a-c/
GJ 414 A c,39,0.16937 Jupiters,8.31,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7839/gj-414-a-c/
GJ 422 b,41,11.07 Earths,11.66,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7492/gj-422-b/
GJ 422 b,41,11.07 Earths,11.66,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7492/gj-422-b/
GJ 4276 b,70,16.57 Earths,12.903,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7346/gj-4276-b/
GJ 4276 b,70,16.57 Earths,12.903,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7346/gj-4276-b/
GJ 433 b,30,6.043 Earths,9.81,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6533/gj-433-b/
GJ 433 b,30,6.043 Earths,9.81,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6533/gj-433-b/
GJ 676 A d,52,4.4 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6547/gj-676-a-d/
GJ 676 A d,52,4.4 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6547/gj-676-a-d/
GJ 676 A e,52,8.1 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6548/gj-676-a-e/
GJ 676 A e,52,8.1 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6548/gj-676-a-e/
GJ 682 b,16,4.4 Earths,10.94,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7495/gj-682-b/
GJ 682 b,16,4.4 Earths,10.94,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7495/gj-682-b/
GJ 682 c,16,8.7 Earths,10.94,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7496/gj-682-c/
GJ 682 c,16,8.7 Earths,10.94,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7496/gj-682-c/
GJ 685 b,47,9 Earths,9.98,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7299/gj-685-b/
GJ 685 b,47,9 Earths,9.98,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7299/gj-685-b/
GJ 687 b,15,17.2 Earths,9.15,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6549/gj-687-b/
GJ 687 b,15,17.2 Earths,9.15,2014,https://exoplanets.nasa.gov//exoplanet-catalog/6549/gj-687-b/
GJ 687 c,15,16 Earths,9.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7674/gj-687-c/
GJ 687 c,15,16 Earths,9.15,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7674/gj-687-c/
GJ 720 A b,51,13.64 Earths,9.84,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7903/gj-720-a-b/
GJ 720 A b,51,13.64 Earths,9.84,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7903/gj-720-a-b/
GJ 740 b,36,2.96 Earths,9.22,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7843/gj-740-b/
GJ 740 b,36,2.96 Earths,9.22,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7843/gj-740-b/
GJ 832 b,16,0.68 Jupiters,8.66,2008,https://exoplanets.nasa.gov//exoplanet-catalog/6550/gj-832-b/
GJ 832 b,16,0.68 Jupiters,8.66,2008,https://exoplanets.nasa.gov//exoplanet-catalog/6550/gj-832-b/
GJ 676 A d,52,4.4 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6547/gj-676-a-d/
GJ 676 A d,52,4.4 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6547/gj-676-a-d/
GJ 676 A e,52,8.1 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6548/gj-676-a-e/
GJ 676 A e,52,8.1 Earths,9.58,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6548/gj-676-a-e/
GJ 682 b,16,4.4 Earths,10.94,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7495/gj-682-b/
GJ 682 b,16,4.4 Earths,10.94,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7495/gj-682-b/
GJ 682 c,16,8.7 Earths,10.94,2014,https://exoplanets.nasa.gov//exoplanet-catalog/7496/gj-682-c/
